Destination Port,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Bwd Packet Length Max,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Avg Bwd Segment Size,Subflow Fwd Bytes,Subflow Bwd Bytes,Init_Win_bytes_backward,Idle Mean,Label
80,30,0,6,0,6,6.0,0.0,0.0,7.2,0.0,30,0,-1,0.0,DDoS
59478,6,2,6,2,6,4.666666667,2.309401077,5.333333333,7.0,2.0,6,2,1024,0.0,BENIGN
80,6,0,6,0,6,0.857142857,2.267786838,5.142857143,1.0,0.0,6,0,-1,0.0,DoS Hulk
80,26,11607,20,5840,5840,1292.555556,2554.159212,6523729.278,1454.125,2321.4,26,11607,229,0.0,DDoS
21,106,188,22,34,34,11.76,12.61374911,159.1066667,12.25,12.53333333,106,188,227,0.0,FTP-Patator
80,329,11595,329,4344,4344,1192.4,1622.568896,2632729.822,1324.888889,1932.5,329,11595,235,0.0,DoS Hulk
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,56000000.0,DoS GoldenEye
22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,247,0.0,SSH-Patator
1556,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
9968,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
53,80,202,40,101,101,64.4,33.41107601,1116.3,80.5,101.0,80,202,-1,0.0,BENIGN
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS Hulk
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS slowloris
8080,0,18,0,6,6,2.571428571,3.207134903,10.28571429,3.0,6.0,0,18,0,0.0,Bot
9944,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
80,2541,6,231,6,231,134.0526316,116.8034787,13643.05263,141.5,2.0,2541,6,0,19300000.0,DoS slowloris
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
444,1752551,22866,1271,6,1271,232.8423607,286.1621682,81888.78653,232.8729014,6.0,1752551,22866,3294,0.0,Infiltration
80,26,11601,20,5840,5840,1291.888889,2110.95076,4456113.111,1453.375,2320.2,26,11601,229,0.0,DDoS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
1078,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
16001,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
80,8,0,8,0,8,4.0,4.618802154,21.33333333,5.333333333,0.0,8,0,235,0.0,DoS Slowhttptest
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,235,0.0,Web Attack � Sql Injection
80,383,370,383,370,383,83.66666667,166.0527025,27573.5,94.125,92.5,383,370,235,0.0,Web Attack � Brute Force
2935,6,6,6,6,6,6.0,0.0,0.0,9.0,6.0,6,6,16392,0.0,Bot
444,20858,7812389,5792,13032,13032,1609.658932,2427.561637,5893055.501,1609.989526,3779.578616,20858,7812389,349,0.0,Heartbleed
21,14,0,14,0,14,9.333333333,8.082903769,65.33333333,14.0,0.0,14,0,-1,0.0,FTP-Patator
8080,0,18,0,6,6,2.571428571,3.207134903,10.28571429,3.0,6.0,0,18,0,0.0,Bot
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS Hulk
80,294,3525,294,3525,3525,381.9,1108.231068,1228176.1,424.3333333,881.25,294,3525,235,12500000.0,DoS GoldenEye
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
8080,213,145,195,129,195,35.8,68.38908295,4677.066667,39.77777778,36.25,213,145,237,0.0,Bot
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,235,0.0,Web Attack � Sql Injection
53542,37,6,37,6,37,20.0,19.78214683,391.3333333,26.66666667,6.0,37,6,0,0.0,BENIGN
22,2008,2745,640,976,976,93.19607843,193.9302988,37608.96078,95.06,88.5483871,2008,2745,247,0.0,SSH-Patator
444,13712,7878627,5792,17376,17376,1633.870707,2519.708446,6348930.654,1634.208773,3884.924556,13712,7878627,349,0.0,Heartbleed
80,275,3525,275,3525,3525,292.3076923,974.272411,949206.7308,316.6666667,881.25,275,3525,235,5381050.0,DoS GoldenEye
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,46500000.0,DoS GoldenEye
22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,247,0.0,SSH-Patator
22,2008,2745,640,976,976,88.01851852,189.5902723,35944.47135,89.67924528,85.78125,2008,2745,247,0.0,SSH-Patator
8080,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
444,66,6,60,6,60,19.5,27.0,729.0,26.0,6.0,66,6,0,56500000.0,Infiltration
80,26,11601,20,2920,2920,1162.7,1494.366611,2233131.567,1291.888889,1933.5,26,11601,229,0.0,DDoS
2725,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
53,41,319,41,319,319,133.6666667,160.5033748,25761.33333,200.5,319.0,41,319,-1,0.0,BENIGN
80,258,11632,258,5792,5792,792.6666667,1804.268537,3255384.952,849.2857143,1938.666667,258,11632,235,5689508.0,DoS GoldenEye
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS slowloris
80,433,11632,433,11632,11632,1005.416667,3348.820157,11200000.0,1096.818182,2908.0,433,11632,235,6601929.0,DoS GoldenEye
80,30,0,6,0,6,6.0,0.0,0.0,7.2,0.0,30,0,-1,6394382.0,DDoS
21,107,188,24,34,34,11.8,12.67543556,160.6666667,12.29166667,12.53333333,107,188,227,0.0,FTP-Patator
22,2008,2745,640,976,976,89.67924528,191.0076291,36483.91437,91.40384615,88.5483871,2008,2745,247,0.0,SSH-Patator
22,2008,2745,640,976,976,88.01851852,189.5902723,35944.47135,89.67924528,85.78125,2008,2745,247,0.0,SSH-Patator
8080,210,134,198,128,198,43.0,76.44232186,5843.428571,49.14285714,44.66666667,210,134,237,0.0,Bot
80,2541,6,231,6,231,127.35,117.5733925,13823.50263,134.0526316,2.0,2541,6,0,19200000.0,DoS slowloris
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS GoldenEye
80,24,0,6,0,6,6.0,0.0,0.0,7.5,0.0,24,0,-1,5574872.0,DDoS
443,657,39627,421,1418,1418,706.7368421053,700.3356217434,490469.983082707,719.3571428571,1238.34375,657,39627,349,18193015.0,BENIGN
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS Hulk
444,785275,10650,1274,6,1274,224.16784,281.447616,79212.76055,224.2309859,6.0,785275,10650,3977,17400000.0,Infiltration
80,2541,6,231,6,231,141.5,115.4547276,13329.79412,149.8235294,2.0,2541,6,0,19300000.0,DoS slowloris
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
21,14,0,14,0,14,7.0,8.082903769,65.33333333,9.333333333,0.0,14,0,0,0.0,FTP-Patator
5906,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
21,14,0,14,0,14,7.0,8.082903769,65.33333333,9.333333333,0.0,14,0,0,0.0,FTP-Patator
22,2008,2745,640,976,976,88.01851852,189.5902723,35944.47135,89.67924528,83.18181818,2008,2745,247,0.0,SSH-Patator
8080,208,134,196,128,196,42.75,75.86407017,5755.357143,48.85714286,44.66666667,208,134,237,0.0,Bot
22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,247,0.0,SSH-Patator
80,381,11595,381,4344,4344,665.3333333,1326.603846,1759877.765,704.4705882,1656.428571,381,11595,235,84800000.0,DoS Hulk
10629,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS Hulk
444,5821,150,1181,6,1181,117.7843137,279.955376,78375.01255,120.14,6.0,5821,150,1452,32900000.0,Infiltration
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,358,11595,340,4344,4344,797.2666667,1313.677307,1725748.067,854.2142857,1449.375,358,11595,235,99400000.0,DoS Hulk
80,489,6,489,6,489,123.75,243.5164266,59300.25,165.0,6.0,489,6,0,108000000.0,DoS GoldenEye
8080,0,18,0,6,6,2.571428571,3.207134903,10.28571429,3.0,6.0,0,18,0,0.0,Bot
1,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
80,56,11607,20,10135,10135,833.5,2705.044255,7317264.423,897.6153846,2321.4,56,11607,229,48400000.0,DDoS
5357,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
80,26,11607,20,11595,11595,1454.125,4097.537534,16800000.0,1661.857143,2901.75,26,11607,229,0.0,DDoS
80,26,11601,20,8760,8760,1453.375,3113.952607,9696700.839,1661.0,2900.25,26,11601,229,0.0,DDoS
22,2008,2745,640,976,976,84.875,186.8396554,34909.05682,86.41818182,85.78125,2008,2745,247,0.0,SSH-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS slowloris
80,30,0,6,0,6,6.0,0.0,0.0,7.2,0.0,30,0,-1,6189401.0,DDoS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
8080,6,6,6,6,6,6.0,0.0,0.0,9.0,6.0,6,6,237,0.0,Bot
22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,247,0.0,SSH-Patator
22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,247,0.0,SSH-Patator
22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,247,0.0,SSH-Patator
80,16,0,8,0,8,4.8,4.38178046,19.2,6.0,0.0,16,0,235,118000000.0,DoS slowloris
80,1983,0,1983,0,1983,1322.0,1144.885584,1310763.0,1983.0,0.0,1983,0,235,0.0,DoS Slowhttptest
21,116,188,28,34,34,12.16,13.00858691,169.2233333,12.66666667,12.53333333,116,188,227,0.0,FTP-Patator
22,2008,2745,640,976,976,88.01851852,189.5902723,35944.47135,89.67924528,85.78125,2008,2745,247,0.0,SSH-Patator
21,105,188,23,34,34,11.72,12.59139918,158.5433333,12.20833333,12.53333333,105,188,227,0.0,FTP-Patator
22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,247,0.0,SSH-Patator
21,111,188,24,34,34,11.96,12.78175783,163.3733333,12.45833333,12.53333333,111,188,227,0.0,FTP-Patator
3610,6,6,6,6,6,6.0,0.0,0.0,9.0,6.0,6,6,256,0.0,Bot
80,26,11601,20,4380,4380,1057.0,1468.855269,2157535.8,1162.7,1657.285714,26,11601,229,0.0,DDoS
80,30,0,6,0,6,6.0,0.0,0.0,7.2,0.0,30,0,-1,6014855.0,DDoS
444,3737,120,705,6,705,94.95121951,181.0434963,32776.74756,97.325,6.0,3737,120,1063,34000000.0,Infiltration
8080,208,134,196,128,196,42.75,75.86407017,5755.357143,48.85714286,44.66666667,208,134,237,0.0,Bot
80,1983,0,1983,0,1983,1322.0,1144.885584,1310763.0,1983.0,0.0,1983,0,235,0.0,DoS Slowhttptest
60777,50,6,38,6,38,12.4,14.31083506,204.8,15.5,6.0,50,6,0,0.0,BENIGN
22,2698,6730,408,976,976,117.85,243.8309281428,59453.5215189873,119.3417721519,160.2380952381,2698,6730,245,0.0,BENIGN
1106,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
80,1780,0,356,0,356,178.0,187.6284745,35204.44444,197.7777778,0.0,1780,0,28960,0.0,DoS Slowhttptest
80,299,11595,299,7240,7240,849.5714286,1935.980917,3748022.11,914.9230769,1932.5,299,11595,235,98900000.0,DoS Hulk
80,26,11607,20,5840,5840,1292.555556,2554.159212,6523729.278,1454.125,2321.4,26,11607,229,0.0,DDoS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
22,2008,2745,640,976,976,86.41818182,188.2012015,35419.69226,88.01851852,83.18181818,2008,2745,247,0.0,SSH-Patator
80,26,11601,20,5755,5755,1291.888889,2219.676353,4926963.111,1453.375,2320.2,26,11601,229,0.0,DDoS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
444,13712,7878088,5792,13032,13032,1643.961699,2498.976978,6244885.935,1644.303977,3927.262213,13712,7878088,349,0.0,Heartbleed
22,2008,2745,640,976,976,88.01851852,189.5902723,35944.47135,89.67924528,85.78125,2008,2745,247,0.0,SSH-Patator
53,66,244,33,122,122,68.6,48.74730762,2376.3,85.75,122.0,66,244,-1,0.0,BENIGN
80,1074,11595,358,5792,5792,745.2352941,1523.450587,2320901.691,791.8125,1932.5,1074,11595,235,99800000.0,DoS Hulk
22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,257,0.0,SSH-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
80,435,11632,435,11632,11632,928.2307692,3218.328866,10400000.0,1005.583333,2908.0,435,11632,235,12600000.0,DoS GoldenEye
8080,1035,134,1023,128,1023,146.125,357.0115794,127457.2679,167.0,44.66666667,1035,134,245,0.0,Bot
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
8080,206,134,194,128,194,42.5,75.2880184,5668.285714,48.57142857,44.66666667,206,134,237,0.0,Bot
80,336,11632,336,7288,7288,854.8571429,2181.517568,4759018.901,920.6153846,2326.4,336,11632,235,6703103.0,DoS GoldenEye
80,20,11601,20,7300,7300,1452.625,2579.543312,6654043.696,1660.142857,2320.2,20,11601,229,0.0,DDoS
444,929308,13500,1272,6,1272,209.3746391,296.4006569,87853.3494,209.4211462,6.0,929308,13500,3294,19400000.0,Infiltration
80,26,11607,20,10220,10220,1292.555556,3378.299021,11400000.0,1454.125,2321.4,26,11607,229,0.0,DDoS
80,532,0,520,0,520,66.5,183.2897784,33595.14286,76.0,0.0,532,0,235,110000000.0,DoS Slowhttptest
21,14,0,14,0,14,7.0,8.082903769,65.33333333,9.333333333,0.0,14,0,0,0.0,FTP-Patator
53,41,86,41,86,86,56.0,25.98076211,675.0,84.0,86.0,41,86,-1,0.0,BENIGN
80,415,11595,409,5792,5792,857.8571429,1759.571226,3096090.901,923.8461538,2319.0,415,11595,235,83400000.0,DoS Hulk
80,2541,6,231,6,231,141.5,115.4547276,13329.79412,149.8235294,2.0,2541,6,0,19200000.0,DoS slowloris
80,2541,6,231,6,231,141.5,115.4547276,13329.79412,149.8235294,2.0,2541,6,0,19300000.0,DoS slowloris
21,14,0,14,0,14,9.333333333,8.082903769,65.33333333,14.0,0.0,14,0,-1,0.0,FTP-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
2961,6,6,6,6,6,6.0,0.0,0.0,9.0,6.0,6,6,16393,0.0,Bot
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,2972,13653,559,7926,7926,519.53125,1396.262615,1949549.289,536.2903226,1241.181818,2972,13653,294,0.0,Web Attack � XSS
80,16,0,8,0,8,4.8,4.38178046,19.2,6.0,0.0,16,0,235,100000000.0,DoS slowloris
9917,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
444,489184,10902,1271,6,1271,137.5012373,229.2879261,52572.95304,137.5390539,6.0,489184,10902,3294,14700000.0,Infiltration
21,14,0,14,0,14,7.0,8.082903769,65.33333333,9.333333333,0.0,14,0,0,0.0,FTP-Patator
80,231,0,231,0,231,33.0,87.30979327,7623.0,38.5,0.0,231,0,235,0.0,DoS slowloris
80,327,3525,327,2077,2077,385.2,747.8689428,559307.9556,428.0,705.0,327,3525,235,0.0,DoS GoldenEye
53,70,166,35,83,83,54.2,26.2906827602,691.2,67.75,83.0,70,166,-1,0.0,BENIGN
53,41,122,41,122,122,68.0,46.7653718,2187.0,102.0,122.0,41,122,-1,0.0,BENIGN
8080,206,134,194,128,194,42.5,75.2880184,5668.285714,48.57142857,44.66666667,206,134,237,0.0,Bot
2161,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
1408,6,6,6,6,6,6.0,0.0,0.0,9.0,6.0,6,6,256,0.0,BENIGN
80,460,1840,460,1840,1840,255.5555556,613.3333333,376177.7778,287.5,460.0,460,1840,235,0.0,Web Attack � Sql Injection
80,2541,6,231,6,231,134.0526316,116.8034787,13643.05263,141.5,2.0,2541,6,0,19200000.0,DoS slowloris
1049,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
21,14,0,14,0,14,9.333333333,8.082903769,65.33333333,14.0,0.0,14,0,-1,0.0,FTP-Patator
80,531,1983,531,1983,1983,761.25,852.0963854,726068.25,1015.0,991.5,531,1983,235,0.0,DoS Slowhttptest
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,18700000.0,DoS Slowhttptest
80,1780,0,356,0,356,178.0,187.6284745,35204.44444,197.7777778,0.0,1780,0,28960,0.0,DoS Slowhttptest
444,13504,192,1460,6,1460,204.9552239,410.4071309,168434.0131,208.0606061,6.0,13504,192,1452,19400000.0,Infiltration
80,534,11632,534,5792,5792,760.375,1750.582108,3064537.717,811.0666667,1938.666667,534,11632,235,12500000.0,DoS GoldenEye
21,99,188,20,34,34,11.48,12.41343358,154.0933333,11.95833333,12.53333333,99,188,227,0.0,FTP-Patator
80,239,0,231,0,231,29.875,81.31497402,6612.125,34.14285714,0.0,239,0,235,51100000.0,DoS slowloris
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,367,3525,367,2077,2077,353.8181818,718.9062273,516826.1636,389.2,705.0,367,3525,235,5419727.0,DoS GoldenEye
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
444,9368,7882432,1448,17376,17376,1620.124795,2427.68666,5893662.519,1620.457401,3773.303973,9368,7882432,235,0.0,Heartbleed
3689,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,115000000.0,DoS GoldenEye
80,24,0,6,0,6,6.0,0.0,0.0,7.5,0.0,24,0,-1,0.0,DDoS
1461,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
53,142,242,71,121,121,91.0,27.38612788,750.0,113.75,121.0,142,242,-1,0.0,BENIGN
53,43,105,43,105,105,63.66666667,35.79571669,1281.333333,95.5,105.0,43,105,-1,0.0,BENIGN
80,2541,6,231,6,231,127.35,117.5733925,13823.50263,134.0526316,2.0,2541,6,0,19200000.0,DoS slowloris
80,24,0,6,0,6,6.0,0.0,0.0,7.5,0.0,24,0,-1,7500767.0,DDoS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
80,429,11632,429,7288,7288,861.5,2179.957118,4752213.038,927.7692308,2326.4,429,11632,235,6913887.0,DoS GoldenEye
21,14,0,14,0,14,7.0,8.082903769,65.33333333,9.333333333,0.0,14,0,0,0.0,FTP-Patator
8080,0,18,0,6,6,2.571428571,3.207134903,10.28571429,3.0,6.0,0,18,0,0.0,Bot
51655,6,6,6,6,6,6.0,0.0,0.0,9.0,6.0,6,6,256,0.0,Bot
515,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,79000000.0,DoS GoldenEye
21509,6,30,6,6,6,6.0,0.0,0.0,7.0,6.0,6,30,0,0.0,BENIGN
444,14666,234,1460,6,1460,184.6419753,377.6637826,142629.9327,186.95,6.0,14666,234,1452,36700000.0,Infiltration
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,18700000.0,DoS Slowhttptest
80,0,1983,0,1983,1983,396.6,886.8245599,786457.8,495.75,661.0,0,1983,235,0.0,DoS Slowhttptest
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,0,483,0,483,483,120.75,241.5,58322.25,161.0,241.5,0,483,235,0.0,DoS slowloris
21,96,188,22,34,34,11.36,12.3790145,153.24,11.83333333,12.53333333,96,188,227,0.0,FTP-Patator
80,533,0,520,0,520,66.625,183.2476369,33579.69643,76.14285714,0.0,533,0,235,110000000.0,DoS Slowhttptest
21,14,0,14,0,14,9.333333333,8.082903769,65.33333333,14.0,0.0,14,0,-1,0.0,FTP-Patator
80,24,0,6,0,6,6.0,0.0,0.0,7.5,0.0,24,0,-1,11300000.0,DDoS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,16,0,8,0,8,4.8,4.38178046,19.2,6.0,0.0,16,0,235,100000000.0,DoS slowloris
1126,2,6,2,6,6,3.333333333,2.309401077,5.333333333,5.0,6.0,2,6,0,0.0,PortScan
2022,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,BENIGN
80,26,11607,20,5840,5840,1163.3,2138.329153,4572451.567,1292.555556,1934.5,26,11607,229,0.0,DDoS
80,407,11632,407,5792,5792,752.4375,1581.452116,2500990.796,802.6,1661.714286,407,11632,235,0.0,DoS GoldenEye
50781,11607,62,8760,20,8760,778.3333333,2325.15043,5406324.524,833.9285714,6.888888889,11607,62,256,39500000.0,BENIGN
80,26,11607,20,11595,11595,1454.125,4097.537534,16800000.0,1661.857143,2901.75,26,11607,229,0.0,DDoS
80,321,11595,321,4344,4344,851.1428571,1461.435746,2135794.44,916.6153846,1932.5,321,11595,235,65800000.0,DoS Hulk
80,374,0,187,0,187,187.0,0.0,0.0,280.5,0.0,374,0,-1,0.0,DoS Slowhttptest
2907,6,0,6,0,6,2.0,3.464101615,12.0,3.0,0.0,6,0,-1,0.0,BENIGN
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,18700000.0,DoS Slowhttptest
53,0,6,0,6,6,2.0,3.464101615,12.0,3.0,6.0,0,6,0,0.0,PortScan
80,379,11595,379,10136,10136,997.8333333,2908.153204,8457355.061,1088.545455,2319.0,379,11595,235,98700000.0,DoS Hulk
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
21,110,188,24,34,34,11.92,12.76035527,162.8266667,12.41666667,12.53333333,110,188,227,0.0,FTP-Patator
21,117,188,32,34,34,12.2,13.13392554,172.5,12.70833333,12.53333333,117,188,227,0.0,FTP-Patator
59582,280,0,274,0,274,184.6666667,154.7298721,23941.33333,277.0,0.0,280,0,-1,0.0,BENIGN
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,103000000.0,DoS GoldenEye
22,2008,2745,640,976,976,88.01851852,189.5902723,35944.47135,89.67924528,83.18181818,2008,2745,247,0.0,SSH-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,18700000.0,DoS Slowhttptest
21,14,0,14,0,14,7.0,8.082903769,65.33333333,9.333333333,0.0,14,0,0,0.0,FTP-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,23000000.0,DoS GoldenEye
21,14,0,14,0,14,7.0,8.082903769,65.33333333,9.333333333,0.0,14,0,0,0.0,FTP-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
22,3288,5673,640,976,976,137.8615385,272.8598471,74452.49615,140.015625,153.3243243,3288,5673,247,0.0,SSH-Patator
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
21,14,0,14,0,14,7.0,8.082903769,65.33333333,9.333333333,0.0,14,0,0,0.0,FTP-Patator
80,30,0,6,0,6,6.0,0.0,0.0,7.2,0.0,30,0,-1,9008740.0,DDoS
21,14,0,14,0,14,9.333333333,8.082903769,65.33333333,14.0,0.0,14,0,-1,0.0,FTP-Patator
80,599,2021,599,2021,2021,291.1111111,678.2819186,460066.3611,327.5,673.6666667,599,2021,236,0.0,Web Attack � Sql Injection
80,30,0,6,0,6,6.0,0.0,0.0,7.2,0.0,30,0,-1,0.0,DDoS
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
8080,0,18,0,6,6,2.571428571,3.207134903,10.28571429,3.0,6.0,0,18,0,0.0,Bot
80,423,3525,423,3525,3525,394.8,1107.844935,1227320.4,438.6666667,881.25,423,3525,235,12600000.0,DoS GoldenEye
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � Brute Force
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,18700000.0,DoS Slowhttptest
80,599,2021,599,2021,2021,291.1111111,678.2819186,460066.3611,327.5,505.25,599,2021,236,0.0,Web Attack � Sql Injection
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0.0,DoS slowloris
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,28960,0.0,Web Attack � XSS
53,41,141,41,141,141,74.33333333,57.73502692,3333.333333,111.5,141.0,41,141,-1,0.0,BENIGN
80,331,6,331,6,331,84.25,164.5243143,27068.25,112.3333333,6.0,331,6,0,107000000.0,DoS GoldenEye
80,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,-1,18700000.0,DoS Slowhttptest
55308,83,0,46,0,46,32.25,18.8745860882,356.25,43.0,0.0,83,0,-1,0.0,BENIGN
52972,6,6,6,6,6,6.0,0.0,0.0,9.0,6.0,6,6,256,0.0,Bot
8080,0,18,0,6,6,2.571428571,3.207134903,10.28571429,3.0,6.0,0,18,0,0.0,Bot
80,62,11601,20,5840,5840,833.5,2103.115592,4423095.192,897.6153846,2900.25,62,11601,229,93700000.0,DDoS
